investigation_id,transaction_id,fraud_prediction_id,investigation_status,investigation_priority,investigator_name,investigation_notes,investigation_result,created_at,resolved_at
INV000908,TXN047233,FRD047233,Closed,High,Adya Saxena,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-06-20 19:08:57,2024-06-21 19:08:57
INV000909,TXN047266,FRD047266,Closed,High,Varsha Dubey,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-12-04 13:20:18,2024-12-09 13:20:18
INV000910,TXN047332,FRD047332,In Progress,High,Prisha Dewan,Medium-risk fraudulent transaction flagged for detailed review.,,2025-07-27 23:06:30,
INV000911,TXN047383,FRD047383,In Progress,High,Jasmit Soman,Medium-risk fraudulent transaction flagged for detailed review.,,2024-10-30 06:25:40,
INV000912,TXN047384,FRD047384,In Progress,High,Daniel Cherian,Medium-risk fraudulent transaction flagged for detailed review.,,2024-10-20 16:59:48,
INV000913,TXN047405,FRD047405,In Progress,High,Charita Pradhan,Medium-risk fraudulent transaction flagged for detailed review.,,2025-03-08 06:00:19,
INV000914,TXN047450,FRD047450,Open,High,Michael Bahri,Medium-risk fraudulent transaction flagged for detailed review.,,2025-01-28 09:13:42,
INV000915,TXN047495,FRD047495,Closed,High,Falak Chaudhry,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-01-19 23:19:17,2024-01-24 23:19:17
INV000916,TXN047499,FRD047499,Resolved,Critical,Christopher Kar,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-01-16 06:55:28,2025-01-21 06:55:28
INV000917,TXN047535,FRD047535,In Progress,High,Harrison Choudhry,Medium-risk fraudulent transaction flagged for detailed review.,,2025-11-14 09:42:36,
INV000918,TXN047537,FRD047537,Closed,High,Ryan Varty,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-10-25 18:30:59,2024-11-01 18:30:59
INV000919,TXN047570,FRD047570,In Progress,Critical,Pratyush Saxena,High-risk fraudulent transaction requires immediate investigation.,,2024-10-28 10:45:05,
INV000920,TXN047601,FRD047601,Closed,High,Jack Balakrishnan,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-02-06 00:58:53,2025-02-13 00:58:53
INV000921,TXN047659,FRD047659,Closed,Critical,Rajeshri Sehgal,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2026-01-27 03:25:58,2026-02-01 03:25:58
INV000922,TXN047662,FRD047662,In Progress,High,Rishi Mital,Medium-risk fraudulent transaction flagged for detailed review.,,2024-04-26 08:03:48,
INV000923,TXN047791,FRD047791,In Progress,High,Prisha Rai,Medium-risk fraudulent transaction flagged for detailed review.,,2024-04-26 16:29:44,
INV000924,TXN047918,FRD047918,In Progress,Critical,Gagan Pandey,High-risk fraudulent transaction requires immediate investigation.,,2026-04-09 17:44:21,
INV000925,TXN047919,FRD047919,Resolved,High,Gaurang Khosla,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-04-05 11:19:04,2024-04-09 11:19:04
INV000926,TXN047960,FRD047960,Closed,Critical,Anirudh Gade,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-12-31 16:48:42,2026-01-06 16:48:42
INV000927,TXN048141,FRD048141,Resolved,High,Jalsa Jha,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2026-01-13 05:40:34,2026-01-14 05:40:34
INV000928,TXN048249,FRD048249,Closed,High,Zilmil Krishnan,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-03-30 14:17:43,2025-04-05 14:17:43
INV000929,TXN048304,FRD048304,Resolved,High,Jagvi Cheema,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-12-26 02:37:07,2026-01-02 02:37:07
INV000930,TXN048460,FRD048460,Closed,High,Anya Saxena,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-05-27 22:29:54,2024-06-02 22:29:54
INV000931,TXN048462,FRD048462,Resolved,High,Bishakha Tailor,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-04-24 01:31:59,2024-04-28 01:31:59
INV000932,TXN048487,FRD048487,Resolved,High,Vritti Vyas,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-11-16 23:53:13,2025-11-17 23:53:13
INV000933,TXN048503,FRD048503,Closed,Critical,Gaurang Basu,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2026-05-06 11:32:22,2026-05-10 11:32:22
INV000934,TXN048572,FRD048572,Resolved,High,Yauvani Aggarwal,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-06-18 00:31:31,2024-06-25 00:31:31
INV000935,TXN048575,FRD048575,Closed,Critical,Nirja Keer,High-risk fraudulent transaction requires immediate investigation.,False Positive,2026-02-11 05:29:40,2026-02-17 05:29:40
INV000936,TXN048579,FRD048579,Resolved,High,Ekansh Narang,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-05-26 19:12:49,2025-06-02 19:12:49
INV000937,TXN048597,FRD048597,Resolved,High,Jeremiah Gokhale,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-11-17 10:42:12,2025-11-23 10:42:12
INV000938,TXN048642,FRD048642,Resolved,High,Suhani Acharya,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-03-06 18:49:59,2026-03-08 18:49:59
INV000939,TXN048698,FRD048698,Resolved,High,Daksh Chaudhry,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-04-30 13:26:39,2025-05-05 13:26:39
INV000940,TXN048722,FRD048722,Resolved,Critical,Arunima Ranganathan,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-04-12 14:48:47,2024-04-13 14:48:47
INV000941,TXN048797,FRD048797,Resolved,High,Janya Mangal,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-03-05 21:21:23,2024-03-12 21:21:23
INV000942,TXN048801,FRD048801,Open,High,Ishaan Pal,Medium-risk fraudulent transaction flagged for detailed review.,,2025-03-01 06:00:09,
INV000943,TXN048838,FRD048838,In Progress,High,Abdul Nadig,Medium-risk fraudulent transaction flagged for detailed review.,,2026-05-30 16:26:27,
INV000944,TXN049087,FRD049087,Resolved,High,Eshana Shanker,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-02-16 14:34:26,2025-02-21 14:34:26
INV000945,TXN049151,FRD049151,In Progress,Critical,Kevin Chahal,High-risk fraudulent transaction requires immediate investigation.,,2025-02-17 00:56:49,
INV000946,TXN049217,FRD049217,Closed,High,Frederick Johal,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-05-24 15:29:47,2024-05-27 15:29:47
INV000947,TXN049282,FRD049282,Resolved,High,Tara Mittal,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-02-19 12:11:20,2026-02-24 12:11:20
INV000948,TXN049293,FRD049293,Resolved,Critical,Widisha Sachar,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-06-12 15:13:05,2025-06-18 15:13:05
INV000949,TXN049348,FRD049348,Resolved,Critical,Unnati Morar,High-risk fraudulent transaction requires immediate investigation.,False Positive,2025-08-07 19:14:59,2025-08-08 19:14:59
INV000950,TXN049366,FRD049366,In Progress,High,Falan Kaur,Medium-risk fraudulent transaction flagged for detailed review.,,2025-05-15 10:06:04,
INV000951,TXN049397,FRD049397,Closed,High,Nilima Pillai,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-04-09 10:44:20,2024-04-16 10:44:20
INV000952,TXN049420,FRD049420,Closed,High,Neha Dhingra,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-04-04 11:42:13,2025-04-08 11:42:13
INV000953,TXN049434,FRD049434,Open,Critical,Janani Bose,High-risk fraudulent transaction requires immediate investigation.,,2026-03-17 14:03:08,
INV000954,TXN049445,FRD049445,Resolved,High,Amrita Som,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-06-27 01:34:59,2024-07-02 01:34:59
INV000955,TXN049488,FRD049488,Resolved,High,Suhani Mani,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-02-27 22:31:43,2025-03-01 22:31:43
INV000956,TXN049739,FRD049739,Resolved,Critical,Eiravati Sem,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-06-06 11:13:57,2024-06-07 11:13:57
INV000957,TXN049792,FRD049792,Closed,High,Divya Hegde,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-07-14 05:51:14,2024-07-20 05:51:14
INV000958,TXN049818,FRD049818,In Progress,Critical,Dakshesh Krish,High-risk fraudulent transaction requires immediate investigation.,,2024-02-03 17:44:25,
INV000959,TXN049832,FRD049832,Open,High,Pranit Patla,Medium-risk fraudulent transaction flagged for detailed review.,,2024-12-13 11:22:28,
INV000960,TXN049886,FRD049886,Resolved,High,Teerth Subramaniam,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-04-08 01:06:44,2024-04-12 01:06:44
INV000961,TXN049989,FRD049989,Resolved,High,Chatresh Borah,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2026-05-17 09:43:11,2026-05-24 09:43:11
INV000962,TXN050014,FRD050014,Resolved,High,Kamala Mitra,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-01-01 17:35:07,2024-01-02 17:35:07
INV000963,TXN050089,FRD050089,Resolved,High,Pratyush Krishna,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-12-07 17:25:03,2024-12-14 17:25:03
INV000964,TXN050214,FRD050214,Closed,High,David Chawla,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-03-06 10:40:05,2026-03-09 10:40:05
INV000965,TXN050286,FRD050286,Resolved,Critical,Maya Ravi,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2026-06-29 22:40:56,2026-07-05 22:40:56
INV000966,TXN050299,FRD050299,Open,High,Bhavna Varghese,Medium-risk fraudulent transaction flagged for detailed review.,,2025-05-24 21:59:15,
INV000967,TXN050333,FRD050333,Resolved,Critical,Lila Garg,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-02-01 13:52:09,2025-02-08 13:52:09
INV000968,TXN050361,FRD050361,Resolved,High,Vinaya Seth,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-02-07 17:15:56,2026-02-14 17:15:56
INV000969,TXN050490,FRD050490,Open,High,Chakrika Kara,Medium-risk fraudulent transaction flagged for detailed review.,,2026-03-15 17:44:55,
INV000970,TXN050504,FRD050504,In Progress,Critical,Kashvi Banik,High-risk fraudulent transaction requires immediate investigation.,,2024-03-07 21:04:33,
INV000971,TXN050540,FRD050540,Open,High,Bhavani Parmer,Medium-risk fraudulent transaction flagged for detailed review.,,2026-05-28 01:29:51,
INV000972,TXN050635,FRD050635,In Progress,High,Alka Pandey,Medium-risk fraudulent transaction flagged for detailed review.,,2025-08-14 08:41:26,
INV000973,TXN050647,FRD050647,In Progress,High,Neelima Bora,Medium-risk fraudulent transaction flagged for detailed review.,,2024-07-09 22:50:13,
INV000974,TXN050655,FRD050655,Open,High,Azad Rege,Medium-risk fraudulent transaction flagged for detailed review.,,2024-12-18 13:57:21,
INV000975,TXN050674,FRD050674,Closed,High,Faqid Zacharia,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-04-09 03:25:43,2024-04-11 03:25:43
INV000976,TXN050680,FRD050680,Resolved,Critical,Odika Kar,High-risk fraudulent transaction requires immediate investigation.,False Positive,2025-06-14 00:29:25,2025-06-16 00:29:25
INV000977,TXN050809,FRD050809,Closed,High,Upma Randhawa,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-09-19 20:54:47,2025-09-23 20:54:47
INV000978,TXN050860,FRD050860,In Progress,Critical,Tejas Bandi,High-risk fraudulent transaction requires immediate investigation.,,2025-10-22 22:44:49,
INV000979,TXN050923,FRD050923,Closed,High,Indali Varkey,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-06-06 07:55:29,2025-06-10 07:55:29
INV000980,TXN050981,FRD050981,Resolved,High,Bhavini Saran,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2026-01-09 06:43:52,2026-01-15 06:43:52
INV000981,TXN051055,FRD051055,In Progress,Critical,Diya Tandon,High-risk fraudulent transaction requires immediate investigation.,,2026-04-09 21:45:38,
INV000982,TXN051061,FRD051061,Open,High,Yahvi Ghosh,Medium-risk fraudulent transaction flagged for detailed review.,,2025-05-26 09:51:29,
INV000983,TXN051100,FRD051100,In Progress,Critical,Balveer Sachdeva,High-risk fraudulent transaction requires immediate investigation.,,2024-07-22 00:13:04,
INV000984,TXN051179,FRD051179,In Progress,High,Frederick Barad,Medium-risk fraudulent transaction flagged for detailed review.,,2024-08-10 19:04:55,
INV000985,TXN051200,FRD051200,Open,High,Idika Sarkar,Medium-risk fraudulent transaction flagged for detailed review.,,2024-06-17 19:33:14,
INV000986,TXN051229,FRD051229,In Progress,High,Mitali Prabhakar,Medium-risk fraudulent transaction flagged for detailed review.,,2025-03-22 23:51:25,
INV000987,TXN051263,FRD051263,Closed,High,Manbir Mitra,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-05-15 05:15:22,2024-05-19 05:15:22
INV000988,TXN051271,FRD051271,Closed,High,Fiyaz Kuruvilla,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-09-24 01:37:32,2025-10-01 01:37:32
INV000989,TXN051287,FRD051287,Open,Critical,Omkaar Rajan,High-risk fraudulent transaction requires immediate investigation.,,2025-12-03 08:18:23,
INV000990,TXN051312,FRD051312,In Progress,High,Sachi Sachar,Medium-risk fraudulent transaction flagged for detailed review.,,2024-12-06 10:34:21,
INV000991,TXN051382,FRD051382,In Progress,High,Avni Sekhon,Medium-risk fraudulent transaction flagged for detailed review.,,2024-12-10 19:54:48,
INV000992,TXN051400,FRD051400,Closed,Critical,Qushi Kamdar,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-10-10 07:35:45,2025-10-12 07:35:45
INV000993,TXN051412,FRD051412,Open,High,Gaurav Dhar,Medium-risk fraudulent transaction flagged for detailed review.,,2025-08-29 08:33:32,
INV000994,TXN051560,FRD051560,In Progress,High,Laksh Agate,Medium-risk fraudulent transaction flagged for detailed review.,,2025-01-10 03:09:28,
INV000995,TXN051582,FRD051582,Closed,High,Robert Thakkar,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-03-03 21:51:10,2024-03-09 21:51:10
INV000996,TXN051693,FRD051693,In Progress,Critical,Lohit Raman,High-risk fraudulent transaction requires immediate investigation.,,2024-03-06 15:25:20,
INV000997,TXN051695,FRD051695,Open,High,Falan Rattan,Medium-risk fraudulent transaction flagged for detailed review.,,2024-09-27 04:22:45,
INV000998,TXN051715,FRD051715,Resolved,High,Hardik Rau,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-11-15 15:43:21,2025-11-19 15:43:21
INV000999,TXN051747,FRD051747,Resolved,Critical,Ishanvi Sahota,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-08-05 02:50:45,2024-08-12 02:50:45
INV001000,TXN051756,FRD051756,Resolved,High,Brinda Barman,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-12-13 01:38:14,2024-12-14 01:38:14
INV001001,TXN051891,FRD051891,Resolved,High,Devika Reddy,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2026-05-24 16:06:21,2026-05-28 16:06:21
INV001002,TXN051978,FRD051978,In Progress,High,Falan Mitra,Medium-risk fraudulent transaction flagged for detailed review.,,2025-11-09 06:37:35,
INV001003,TXN051990,FRD051990,Resolved,High,Sneha Suresh,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-12-23 08:01:41,2024-12-27 08:01:41
INV001004,TXN052037,FRD052037,Closed,High,Indira Kala,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-02-03 09:42:58,2026-02-05 09:42:58
INV001005,TXN052094,FRD052094,Closed,High,Devansh More,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-01-15 20:20:15,2025-01-20 20:20:15
INV001006,TXN052261,FRD052261,Resolved,High,Shravya Subramaniam,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-11-26 09:05:08,2024-11-27 09:05:08
INV001007,TXN052299,FRD052299,In Progress,High,Kala Goel,Medium-risk fraudulent transaction flagged for detailed review.,,2024-02-08 19:31:57,
INV001008,TXN052313,FRD052313,Open,High,Chakradhar Ram,Medium-risk fraudulent transaction flagged for detailed review.,,2024-05-08 19:28:43,
INV001009,TXN052352,FRD052352,Closed,High,Nikita Date,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-09-09 01:27:02,2024-09-13 01:27:02
INV001010,TXN052356,FRD052356,Open,High,Osha Deshmukh,Medium-risk fraudulent transaction flagged for detailed review.,,2026-03-31 00:11:18,
INV001011,TXN052374,FRD052374,Closed,High,Saanvi Bedi,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-06-27 12:37:55,2024-06-29 12:37:55
INV001012,TXN052552,FRD052552,In Progress,Critical,Hemangini Tella,High-risk fraudulent transaction requires immediate investigation.,,2026-01-13 22:04:33,
INV001013,TXN052569,FRD052569,Closed,High,Hredhaan Sem,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-12-08 01:23:01,2024-12-11 01:23:01
INV001014,TXN052600,FRD052600,Open,High,Kalpit Badal,Medium-risk fraudulent transaction flagged for detailed review.,,2024-07-20 13:48:57,
INV001015,TXN052725,FRD052725,Resolved,High,Jeevika Andra,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-12-20 21:30:38,2024-12-24 21:30:38
INV001016,TXN052761,FRD052761,Open,High,Tripti Rastogi,Medium-risk fraudulent transaction flagged for detailed review.,,2026-05-04 08:30:37,
INV001017,TXN052808,FRD052808,Closed,High,Keya Choudhry,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-12-31 18:36:16,2026-01-06 18:36:16
INV001018,TXN052852,FRD052852,In Progress,High,Saumya Parikh,Medium-risk fraudulent transaction flagged for detailed review.,,2024-09-19 04:34:16,
INV001019,TXN053101,FRD053101,Resolved,High,Praneel Chhabra,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-08-31 06:38:45,2025-09-01 06:38:45
INV001020,TXN053251,FRD053251,Closed,High,Laban Varty,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-01-12 10:45:52,2024-01-19 10:45:52
INV001021,TXN053283,FRD053283,Resolved,High,Rohan Chacko,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-07-13 10:49:44,2025-07-20 10:49:44
INV001022,TXN053377,FRD053377,In Progress,High,Oviya Vyas,Medium-risk fraudulent transaction flagged for detailed review.,,2024-08-16 11:44:20,
INV001023,TXN053418,FRD053418,Open,High,Ria Kanda,Medium-risk fraudulent transaction flagged for detailed review.,,2024-02-27 00:44:11,
INV001024,TXN053440,FRD053440,In Progress,High,Gaurang Luthra,Medium-risk fraudulent transaction flagged for detailed review.,,2026-03-01 11:08:23,
INV001025,TXN053510,FRD053510,In Progress,High,Harita Bera,Medium-risk fraudulent transaction flagged for detailed review.,,2025-07-31 09:27:08,
INV001026,TXN053578,FRD053578,In Progress,Critical,Siya Hari,High-risk fraudulent transaction requires immediate investigation.,,2024-09-28 21:06:21,
INV001027,TXN053585,FRD053585,Closed,High,Tanveer Chaudhuri,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-02-18 05:48:24,2025-02-25 05:48:24
INV001028,TXN053592,FRD053592,Resolved,High,Henry Garde,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-11-16 01:20:06,2024-11-21 01:20:06
INV001029,TXN053656,FRD053656,Closed,Critical,Yashoda Nigam,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2026-06-13 03:46:00,2026-06-17 03:46:00
INV001030,TXN053683,FRD053683,Resolved,High,Charvi Mohan,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-12-28 03:51:41,2025-01-03 03:51:41
INV001031,TXN053717,FRD053717,Resolved,High,Varenya Nath,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-11-13 09:05:40,2025-11-18 09:05:40
INV001032,TXN053771,FRD053771,Resolved,High,Wyatt Golla,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-06-28 14:36:12,2025-07-04 14:36:12
INV001033,TXN053844,FRD053844,Open,High,Upma Sibal,Medium-risk fraudulent transaction flagged for detailed review.,,2025-01-07 14:08:23,
INV001034,TXN053857,FRD053857,Closed,High,Alka Ram,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-03-14 20:08:40,2024-03-16 20:08:40
INV001035,TXN053948,FRD053948,Open,High,Michael Pandya,Medium-risk fraudulent transaction flagged for detailed review.,,2025-10-21 02:54:18,
INV001036,TXN053950,FRD053950,Resolved,High,Yash Kashyap,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-09-30 02:54:26,2025-10-06 02:54:26
INV001037,TXN053959,FRD053959,In Progress,High,Chatura Dhar,Medium-risk fraudulent transaction flagged for detailed review.,,2026-05-11 23:10:05,
INV001038,TXN054061,FRD054061,Resolved,High,Ekansh Bir,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-10-24 09:48:24,2025-10-28 09:48:24
INV001039,TXN054115,FRD054115,Closed,High,Lakshmi Wason,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-02-05 02:48:09,2024-02-09 02:48:09
INV001040,TXN054284,FRD054284,Closed,High,Jagrati Prakash,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-03-14 19:59:44,2024-03-18 19:59:44
INV001041,TXN054381,FRD054381,Closed,Critical,Yashoda Chakraborty,High-risk fraudulent transaction requires immediate investigation.,False Positive,2024-06-04 03:25:25,2024-06-06 03:25:25
INV001042,TXN054478,FRD054478,Resolved,High,Maanav Sheth,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-01-07 01:05:41,2025-01-10 01:05:41
INV001043,TXN054548,FRD054548,Closed,High,Vamakshi Bobal,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-03-23 15:03:37,2026-03-29 15:03:37
INV001044,TXN054609,FRD054609,Closed,High,Bishakha Bera,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-09-18 14:04:28,2024-09-21 14:04:28
INV001045,TXN054703,FRD054703,Resolved,Critical,Agastya Dave,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-05-11 14:10:45,2025-05-15 14:10:45
INV001046,TXN054755,FRD054755,Resolved,High,Mitali Sachar,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-02-08 04:02:37,2024-02-12 04:02:37
INV001047,TXN054766,FRD054766,Closed,Critical,Xiti Dani,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-02-27 06:49:52,2024-03-05 06:49:52
INV001048,TXN054827,FRD054827,Open,High,Prisha Babu,Medium-risk fraudulent transaction flagged for detailed review.,,2025-04-11 11:00:48,
INV001049,TXN054874,FRD054874,Closed,Critical,Ryan Thaker,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-09-14 00:21:58,2025-09-21 00:21:58
INV001050,TXN054905,FRD054905,Resolved,High,Vinaya Trivedi,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-02-03 23:03:42,2025-02-07 23:03:42
INV001051,TXN054932,FRD054932,Closed,High,Ekavir Parikh,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-03-26 07:29:19,2025-03-29 07:29:19
INV001052,TXN055019,FRD055019,Resolved,High,Ishanvi Pillay,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-04-14 06:19:47,2025-04-16 06:19:47
INV001053,TXN055037,FRD055037,Resolved,High,Benjamin Mitter,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-02-11 19:01:54,2024-02-17 19:01:54
INV001054,TXN055050,FRD055050,Resolved,Critical,Bishakha Kapur,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-08-04 00:30:40,2025-08-11 00:30:40
INV001055,TXN055055,FRD055055,Resolved,High,Pushti Wason,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-02-08 12:47:43,2026-02-10 12:47:43
INV001056,TXN055061,FRD055061,Closed,High,Aarav Badami,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-06-05 04:47:05,2025-06-09 04:47:05
INV001057,TXN055095,FRD055095,In Progress,High,Omisha Sethi,Medium-risk fraudulent transaction flagged for detailed review.,,2025-04-25 18:06:14,
INV001058,TXN055117,FRD055117,In Progress,High,Avi Kothari,Medium-risk fraudulent transaction flagged for detailed review.,,2024-06-30 16:56:58,
INV001059,TXN055118,FRD055118,Open,High,Gagan Nanda,Medium-risk fraudulent transaction flagged for detailed review.,,2024-11-10 22:37:19,
INV001060,TXN055178,FRD055178,Open,High,Lila Pal,Medium-risk fraudulent transaction flagged for detailed review.,,2024-07-01 16:47:29,
INV001061,TXN055222,FRD055222,Resolved,High,Hiral Vohra,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-09-13 20:17:58,2025-09-14 20:17:58
INV001062,TXN055229,FRD055229,Closed,High,Janani Ranganathan,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-11-14 02:13:56,2025-11-18 02:13:56
INV001063,TXN055261,FRD055261,Closed,High,Eiravati Kale,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-03-22 18:40:19,2024-03-28 18:40:19
INV001064,TXN055281,FRD055281,In Progress,High,Wazir Sood,Medium-risk fraudulent transaction flagged for detailed review.,,2024-02-13 21:16:54,
INV001065,TXN055323,FRD055323,Resolved,High,Kai Bhatti,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-07-19 21:38:58,2024-07-26 21:38:58
INV001066,TXN055335,FRD055335,In Progress,High,Bina Bali,Medium-risk fraudulent transaction flagged for detailed review.,,2024-06-27 15:24:39,
INV001067,TXN055365,FRD055365,Closed,High,Hardik Jhaveri,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-01-03 23:04:48,2026-01-09 23:04:48
INV001068,TXN055367,FRD055367,Resolved,High,Omya Bhavsar,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-10-20 13:01:13,2024-10-27 13:01:13
INV001069,TXN055466,FRD055466,Closed,High,Chaitanya Chaudhari,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-12-06 02:40:21,2025-12-11 02:40:21
INV001070,TXN055487,FRD055487,Resolved,High,Yoshita Mishra,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-06-26 10:21:39,2025-07-03 10:21:39
INV001071,TXN055509,FRD055509,Closed,High,Nilima Baria,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-09-03 20:59:02,2024-09-08 20:59:02
INV001072,TXN055520,FRD055520,Resolved,Critical,Sachi Chand,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-05-09 08:12:59,2025-05-13 08:12:59
